This is an RPBCAC agent
This is an RPBCAC agent
This is an RPBCAC agent
This is an RPBCAC agent
This is a faulty agent
{'n_agents': 5, 'agent_label': ['Cooperative', 'Cooperative', 'Cooperative', 'Cooperative', 'Faulty'], 'n_actions': 5, 'n_states': 2, 'n_episodes': 10000, 'max_ep_len': 20, 'slow_lr': 0.002, 'fast_lr': 0.01, 'gamma': 0.9, 'H': 1, 'eps': 0.05, 'n_ep_fixed': 100, 'n_epochs': 20, 'in_nodes': [[0, 1, 2, 3], [1, 2, 3, 4], [2, 3, 4, 0], [3, 4, 0, 1], [4, 0, 1, 2]], 'randomize_state': True, 'scaling': True, 'resilient_method': 'projection-based', 'summary_dir': './simulation_results/', 'random_seed': 50, 'desired_state': array([[0, 0],
       [3, 5],
       [1, 4],
       [5, 5],
       [5, 2]]), 'initial_state': array([[2, 4],
       [3, 4],
       [3, 2],
       [2, 4],
       [3, 1]])}
| Episode: 0 | Est. returns: 0.5298295021057129 | Returns: [-4.23814184 -5.4446842  -5.25420155 -5.43655112 -2.89117187] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8532 | Est. returns: -1.7919979691505432 | Returns: [-0.29       -2.28139235 -1.23372676 -2.16494185 -2.04684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8533 | Est. returns: -2.5899791717529297 | Returns: [-1.373459   -2.31784669 -1.92080259 -4.39211673 -2.73527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8534 | Est. returns: -1.6442444324493408 | Returns: [-0.94364205 -1.33942335 -1.65684669 -1.95432335 -3.10418338] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8535 | Est. returns: -1.7986489832401276 | Returns: [-1.9261131  -1.32942335 -1.85688427 -2.73464669 -0.1729    ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8536 | Est. returns: -1.3553042113780975 | Returns: [-0.7149     -0.97842335 -0.98065729 -2.67013788 -2.19283335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8537 | Est. returns: -1.7471048831939697 | Returns: [-0.7339     -3.02527004 -1.66684669 -0.29       -2.31784669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8538 | Est. returns: -2.223932683467865 | Returns: [-1.782969   -3.34981569 -2.39918917 -2.8300213  -0.96273782] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8539 | Est. returns: -2.0413683652877808 | Returns: [-1.0049     -1.22772448 -2.40321259 -2.06573335  0.        ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8540 | Est. returns: -1.6120767891407013 | Returns: [-1.07904279 -1.373459   -1.709017   -1.85684669 -2.08171453] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8541 | Est. returns: -1.2365646660327911 | Returns: [-0.48990777 -0.87842335 -1.75684669 -1.75684669 -0.98277539] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8542 | Est. returns: -1.6954041123390198 | Returns: [-2.3856721  -2.56174669 -2.08099459 -3.34017004 -2.30521441] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8543 | Est. returns: -2.4588908553123474 | Returns: [-0.9049     -2.07714782 -3.89653594 -2.90999874 -2.66174669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8544 | Est. returns: -1.4684885740280151 | Returns: [-2.3046721  -1.69950233 -1.75684669 -0.97842335 -2.34326535] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8545 | Est. returns: -1.5764350891113281 | Returns: [-1.79647752 -1.16842335 -1.66684669 -4.07469338 -0.53452335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8546 | Est. returns: -2.135422796010971 | Returns: [-3.0257844  -0.30350852 -1.15924871 -3.62117004 -2.63527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8547 | Est. returns: -1.4965298473834991 | Returns: [-3.18039429 -1.43942335 -1.22232335 -1.87352387 -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8548 | Est. returns: -2.7231510877609253 | Returns: [-2.81215509 -0.751      -3.43278431 -3.11527004 -2.63527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8549 | Est. returns: -2.13494935631752 | Returns: [-2.53526435 -3.16125669 -1.41027623 -4.39211673 -0.89119887] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8550 | Est. returns: -2.160122960805893 | Returns: [-1.8361131  -0.89267691 -1.52771335 -2.28830181 -2.84736236] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8551 | Est. returns: -1.3649820983409882 | Returns: [-1.439069   -2.40784669 -0.80193186 -1.84684669 -2.31784669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8552 | Est. returns: -1.7325379252433777 | Returns: [-1.8546433  -2.13294013 -1.68394669 -1.97541907 -2.19283335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8553 | Est. returns: -1.2945960462093353 | Returns: [-0.1        -1.16842335 -1.66365359 -0.97842335 -1.41090536] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8554 | Est. returns: -1.9943658113479614 | Returns: [-4.24854427 -1.31441    -1.66244186 -2.43209545 -0.561     ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8555 | Est. returns: -1.4719290435314178 | Returns: [-1.6566994  -1.16842335 -1.61810464 -0.87842335 -1.85684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8556 | Est. returns: -1.607037901878357 | Returns: [-2.03198046 -0.69360993 -1.66684669 -1.16842335 -1.77537689] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8557 | Est. returns: -2.270295739173889 | Returns: [-2.6808576  -3.22515669 -2.07247948 -4.14759338 -1.12791852] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8558 | Est. returns: -1.8905985653400421 | Returns: [-1.268069   -2.63527004 -0.97842335 -3.5567401  -1.13200179] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8559 | Est. returns: -1.8606114983558655 | Returns: [-2.2845713  -1.16842335 -0.87842335 -4.21460723 -0.97842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8560 | Est. returns: -2.0315605998039246 | Returns: [-1.61293899 -3.01327306 -2.9707016  -0.98561462 -1.09280589] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8561 | Est. returns: -2.1385999619960785 | Returns: [-1.3564365  -2.41784669 -1.88653192 -2.73527004 -1.14426718] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8562 | Est. returns: -1.8209976851940155 | Returns: [-3.09831521 -0.87842335 -1.809017   -0.52401596 -0.561     ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8563 | Est. returns: -2.344230592250824 | Returns: [-2.2116713  -1.62330056 -1.42441388 -5.3326153  -0.26584383] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8564 | Est. returns: -1.5052518546581268 | Returns: [-0.6339     -1.78455153 -1.0562403  -3.05787996 -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8565 | Est. returns: -2.4856738448143005 | Returns: [-2.4293311  -2.31784669 -2.95589382 -4.04172136 -1.78332335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8566 | Est. returns: -1.9068585932254791 | Returns: [-0.63460989 -0.87842335 -1.40332335 -4.68211673 -2.92527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8567 | Est. returns: -1.1963833570480347 | Returns: [-0.461      -0.48206752 -1.67253221 -3.51369338 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8568 | Est. returns: -1.729549765586853 | Returns: [-1.12441    -0.181      -1.93446563 -2.21065542 -3.71117004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8569 | Est. returns: -1.862586110830307 | Returns: [-0.950969   -1.06575288 -1.16728039 -1.78536467 -1.95684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8570 | Est. returns: -2.3338167667388916 | Returns: [-2.1661621  -0.93441    -3.24829322 -4.46625149 -1.76303414] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8571 | Est. returns: -1.9978489875793457 | Returns: [-3.19570052 -2.46221385 -3.04004872 -6.03676262 -3.25873842] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8572 | Est. returns: -1.8767248690128326 | Returns: [-1.168069   -2.33452387 -1.09552335 -2.93877855 -2.63527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8573 | Est. returns: -1.4937370419502258 | Returns: [ 0.         -0.12851798 -2.25223669 -1.43942335 -3.02527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8574 | Est. returns: -1.4372802376747131 | Returns: [-1.029559   -2.19283335 -1.13232335 -1.85684669  0.        ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8575 | Est. returns: -1.4842026233673096 | Returns: [-1.09731    -1.33223208 -2.86065206 -1.85684669 -0.02824295] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8576 | Est. returns: -1.6271449625492096 | Returns: [-2.06174589 -1.78332335 -1.77584669  0.         -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8577 | Est. returns: -2.2521965503692627 | Returns: [-1.2366031  -2.00388285 -2.80242899 -3.08176291 -1.54226337] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8578 | Est. returns: -2.898039996623993 | Returns: [-3.68177535 -2.3046721  -1.24713616 -4.75466238 -2.46481482] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8579 | Est. returns: -1.8360252976417542 | Returns: [-2.33220489 -1.65377718 -1.70810286 -1.75684669 -0.02541866] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8580 | Est. returns: -1.6947639286518097 | Returns: [-1.32791852 -0.9049     -1.77584669 -1.04033422 -2.07855245] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8581 | Est. returns: -1.9829956591129303 | Returns: [-1.38123589 -1.73795614 -2.81292335 -1.84980254 -0.9049    ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8582 | Est. returns: -1.9959308803081512 | Returns: [-0.9049     -2.92527004 -1.75684669 -3.01436341 -3.80369338] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8583 | Est. returns: -2.1634256541728973 | Returns: [-0.371      -2.99627004 -2.86696464 -0.77842335 -3.42369338] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8584 | Est. returns: -2.046798139810562 | Returns: [-2.95520489 -1.23184133 -3.43330199 -2.14923817 -1.31441   ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8585 | Est. returns: -2.355261445045471 | Returns: [-0.39       -2.76174669 -4.26140935 -3.70322358 -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8586 | Est. returns: -1.5566501319408417 | Returns: [-0.5339     -2.36427004 -2.06394669 -3.5851754  -3.84586369] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8587 | Est. returns: -1.8437559008598328 | Returns: [-2.91725161 -1.83784669 -1.47684669 -1.85684669 -1.22455729] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8588 | Est. returns: -1.8281143307685852 | Returns: [-1.665869   -2.90236348 -1.41686007 -5.5186508  -1.782969  ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8589 | Est. returns: -1.3824726045131683 | Returns: [-0.29       -0.1        -1.87584669 -3.82258394 -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8590 | Est. returns: -2.538728654384613 | Returns: [-2.31818062 -1.43942335 -1.31232335 -2.47362629 -3.54017004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8591 | Est. returns: -2.0644209384918213 | Returns: [-1.94299179 -1.48432335 -2.68369769 -2.59777766 -2.19283335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8592 | Est. returns: -2.382646679878235 | Returns: [-1.98394279 -1.103842   -3.2152772  -0.40951    -0.61257951] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8593 | Est. returns: -2.080148160457611 | Returns: [-1.473459   -1.79983846 -1.41912645 -4.29211673 -1.85684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8594 | Est. returns: -1.8468479216098785 | Returns: [-0.14706094 -1.16842335 -1.37381335 -3.74968004 -1.85684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8595 | Est. returns: -2.3262733817100525 | Returns: [-2.07792466 -2.74274669 -2.8404224  -4.95311673 -0.95942335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8596 | Est. returns: -2.062648355960846 | Returns: [-1.31441    -1.52942335 -1.60736385 -3.54017004 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8597 | Est. returns: -1.672224074602127 | Returns: [-0.6339     -1.78332335 -1.09552335 -2.08171453 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8598 | Est. returns: -1.694765329360962 | Returns: [-1.592969   -0.19223394 -1.66684669 -1.75684669 -2.66174669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8599 | Est. returns: -2.3144041895866394 | Returns: [-2.53429056 -2.31784669 -1.75684669 -3.51369338 -1.07842335] | Average critic loss: [0.03008415 0.01712683 0.01428478 0.05094617 0.        ] | Average TR loss: [0.0418692  0.02091917 0.02444047 0.06535589 0.        ] | Average actor loss: [-0.17430016 -0.04755369 -0.03506288 -0.0244367  -1.66345513] | Target reached: False 
| Episode: 8600 | Est. returns: -2.584296226501465 | Returns: [-2.56469489 -2.60734518 -3.15315331 -2.56139235 -2.70817004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8601 | Est. returns: -2.046456664800644 | Returns: [-0.6339     -2.82606153 -2.25223669 -4.49211673 -2.16635669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8602 | Est. returns: -1.885987639427185 | Returns: [-1.0049     -2.69125669 -3.20921904 -3.23066004 -1.49882669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8603 | Est. returns: -2.3857909440994263 | Returns: [-1.41441    -2.23290086 -2.35223669 -3.82222358 -2.32540569] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8604 | Est. returns: -3.0045976042747498 | Returns: [-1.8361131  -3.07125669 -1.42974491 -4.49211673 -3.87623904] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8605 | Est. returns: -2.171956717967987 | Returns: [-0.561      -2.01832871 -2.85237004 -0.31851798 -0.13260993] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8606 | Est. returns: -1.3595345616340637 | Returns: [-1.31441    -2.63527004 -1.75684669 -0.75437662 -0.88522906] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8607 | Est. returns: -1.8890126049518585 | Returns: [-0.65677679 -1.85684669 -2.38123493 -2.46174669 -0.39      ] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8608 | Est. returns: -2.3307544589042664 | Returns: [-0.561      -4.07469338 -1.84747004 -4.41859338 -2.60266011] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8609 | Est. returns: -2.8992186188697815 | Returns: [-2.3046721  -2.46174669 -1.7102513  -5.70652673 -2.98431904] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8610 | Est. returns: -1.2263463735580444 | Returns: [ 0.         -1.75684669 -1.75684669 -4.35423047 -1.75684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8611 | Est. returns: -2.1326572000980377 | Returns: [-4.30910596 -2.00768401 -1.09552335 -1.8584358  -2.01531207] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8612 | Est. returns: -1.7857727408409119 | Returns: [-0.17504267 -2.24245359 -3.86377872 -1.43942335 -1.85622335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8613 | Est. returns: -2.2846673727035522 | Returns: [-2.27088951 -2.74274669 -1.84249227 -4.59309052 -2.63527004] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8614 | Est. returns: -1.5864803194999695 | Returns: [-1.06863321 -2.38853436 -2.02269053 -3.51369338 -2.40784669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8615 | Est. returns: -1.3174380660057068 | Returns: [-0.6339     -0.56891335 -1.75684669 -2.66174669 -1.77035521] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8616 | Est. returns: -1.8022767305374146 | Returns: [-1.41441    -0.29       -1.97394669 -1.88332335 -0.87842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8617 | Est. returns: -1.6305091083049774 | Returns: [-1.782969   -3.27727004 -0.99742335 -1.19552335 -0.97510887] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8618 | Est. returns: -1.9137523472309113 | Returns: [-0.19       -0.32874205 -2.60269769 -1.78332335 -1.64965542] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8619 | Est. returns: -1.3598942160606384 | Returns: [-0.9580441  -0.8008012  -1.14514359 -4.39211673 -1.16842335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8620 | Est. returns: -2.2223750948905945 | Returns: [-2.3046721  -1.78332335 -2.0998209  -4.95311673 -1.78332335] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
| Episode: 8621 | Est. returns: -1.88394096493721 | Returns: [-0.19       -1.06842335 -2.35354033 -0.38       -1.85684669] | Average critic loss: [0. 0. 0. 0. 0.] | Average TR loss: [0. 0. 0. 0. 0.] | Average actor loss: [0. 0. 0. 0. 0.] | Target reached: False 
